text,label,label_str
"Dòng duy nhất có ý nghĩa lớn ::::: \ bỏ lỡ bất cứ điều gì 4 ur \ ""cuộc sống tốt nhất \"" nhưng",0,ham
"Xin chào, vâng, tôi vừa mới ra khỏi bồn tắm và cần phải làm tóc nên tôi sẽ đi lên khi hoàn thành, phải không?",0,ham
Các tông màu mát hàng tuần của bạn đã sẵn sàng để tải xuống! Tuần này các âm mới bao gồm: 1) Crazy Frog-Axel f >>> 2) Akon-lonely >>> 3),1,spam
"Chào em yêu của nó Chloe, bạn thế nào rồi?",1,spam
"KHẨN CẤP: Xuất hiện xe bắt chó giả ở TP.HCM
Suốt nhiều ngày qua lực lượng săn bắt chó đã đi tuần tra rộng khắp nhiều quận, bắt được nhiều chú chó chạy rông về chi cục. Tuy nhiên, ngày 13/9 cơ quan Công an quận Bình Tân cho biết vừa bắt được đối tượng giả mạo đội săn bắt chó của Chi cục Thú y TP.HCM.
Chiếc xe tải treo băng rôn đội săn bắt chó khi đi qua phường Bình Trị Đông, đã bắt hàng loạt chó đang thả rông trên địa bàn, sau đó đã bị người dân chặn lại đòi xuất trình giấy tờ vì thấy nhiều hành vi khả nghi.
Ông N.V.T, chủ của một trong số những chú chó bị bắt cho biết rằng hai thanh niên mặc áo xanh, đội mũ bảo hiểm. Tuy nhiên không thấy dấu hiệu nào giống hình ảnh đội săn bắt trên mạng. Hơn nữa, thái độ của hai “nhân viên” rất hung hãn, bắt hết tất cả chó với hành vi rất dã man. Chiếc xe tải cũng chỉ có một tấm giấy dán ghi đội săn bắt chó và sử dụng biển số màu trắng, nên chúng tôi nghi ngờ bắt lại tra hỏi. Hai “nhân viên” bắt chó không hề có bất kỳ giấy tờ gì để chứng minh mình là nhân viên của Chi cục Thú y TP.HCM, nên bị người dân áp giải lên công an phường xử lí. Riêng chiếc xe tải chở chó và tài xế đã nhanh chóng tẩu thoát khỏi hiện trường.
Tại cơ quan công an, hai thanh niên này đã lộ nguyên hình là những tay trộm chó chuyên nghiệp, từng có tiền án về trộm chó là Ngô Hải Đăng (17 tuổi) và Huỳnh Hữu Nghĩa (24 tuổi, cùng ngụ huyện Mỹ Xuyên, Sóc Trăng). Nghĩa khai nhận thời gian gần đây khi xe bắt chó của Chi cục Thú y TP.HCM hoạt động mạnh thì Nghĩa có ý tưởng giả mạo đội xe này để tiến hành bắt trộm chó một cách công khai.
Qua sự việc trên Chi cục Thú y cùng cơ quan Công an cũng đưa ra lưu ý với người dân phải kiểm tra thẻ công tác, đồng phục cũng như xe tải chuyên dụng của Chi cục thú y. Nếu thấy có điều gì bất thường hãy báo cho cơ quan chức năng gần nhất để nhanh chóng xử lí sự việc.
TRONG CHIẾN DỊCH PHÒNG CHỐNG BỆNH DẠI, HẠN CHẾ TAI NẠN GIAO THÔNG VÀ GIỮ GÌN VỆ SINH MÔI TRƯỜNG DO CHÓ GÂY RA…., CHI CỤC THÚ Y TP.HCM ĐÃ TRIỂN KHAI MỘT LỰC LƯỢNG CHUYÊN BẮT CHÓ CHẠY RÔNG BẰNG CÁCH LÁI XE Ô TÔ CHUYÊN DỤNG TUẦN TRA TRÊN NHIỀU TUYẾN ĐƯỜNG TẠI 24 QUẬN HUYỆN TRÊN ĐỊA BÀN THÀNH PHỐ.
KHI PHÁT HIỆN CHÓ CHẠY RÔNG KHÔNG RỌ MÕM, XÍCH, LỰC LƯỢNG BẮT CHÓ SẼ DÙNG DỤNG CỤ CHUYÊN DỤNG CHẶN BẮT VÀ TẠM GIỮ Ở TRỤ SỞ 252 LÝ CHÍNH THẮNG, CHỜ CÁC CHỦ SỞ HỮU CHÓ LÊN LÀM THỦ TỤC ĐÓNG PHẠT NHẬN LẠI. SAU 72 GIỜ, NẾU CHỦ NHÂN KHÔNG ĐẾN ĐÓNG PHẠT VÀ NHẬN LẠI, NGƯỜI TA SẼ ĐEM ĐI TIÊU HỦY. THƯỜNG NHỮNG CHÚ CHÓ NÀY ĐƯỢC TIÊM MỘT LIỀU THUỐC VÀ SAU ĐÓ CHUYỂN LÊN BÃI RÁC ĐÔNG THẠNH (H.HÓC MÔN, TP.HCM) THIÊU HỦY.",1,spam
"Thông tin này được ông Phạm Anh Tuấn, Vụ trưởng Vụ Thanh toán (Ngân hàng Nhà nước) nêu tại họp báo Ngày thẻ Việt Nam, ngày 26/9. Ông cho biết cơ quan quản lý đang sửa đổi, bổ sung các quy định về thanh toán thẻ, giao dịch trực tuyến, ví điện tử... để ""siết"" việc thanh toán qua tài khoản của tổ chức, doanh nghiệp. Việc này được thực hiện khi thời gian qua các đối tượng có xu hướng chuyển sang lừa đảo tài khoản của tổ chức thay vì cá nhân như trước. Chẳng hạn, theo Thông tư 25 sửa đổi về mở, sử dụng tài khoản thanh toán, người đại diện pháp luật của doanh nghiệp buộc phải trực tiếp đối chiếu thông tin khi mở tài khoản, thay vì ủy quyền hồ sơ như trước đây. Tuy nhiên, các tập đoàn, công ty niêm yết hoặc doanh nghiệp nằm trong danh sách uy tín toàn cầu có thể được miễn quy định này, để tạo điều kiện thuận lợi kinh doanh. Nhà chức trách cũng đang sửa Thông tư 50 về an toàn giao dịch điện tử. Theo đó, tài khoản tổ chức, hộ kinh doanh khi giao dịch trên 10 triệu đồng mỗi lần hoặc tổng số lần chuyển trong ngày hơn 20 triệu đồng sẽ phải xác thực bổ sung. Quy định này tương tự đang áp dụng với thanh toán trực tuyến của cá nhân. Theo quy định hiện hành, tổ chức, hộ kinh doanh không phải xác thực bổ sung, nhưng họ phải cập nhật thông tin sinh trắc học trước ngày 1/7 để tránh bị gián đoạn dịch vụ ngân hàng trực tuyến. Tương tự từ 1/7, ví điện tử được công nhận là phương tiện thanh toán chính thức, có chức năng tương tự tài khoản ngân hàng. Hai thông tư mới sửa đổi quy định liên quan tới ví điện tử và hoạt động thẻ sẽ được Ngân hàng Nhà nước ban hành trong tháng 10. Việc này nhằm tăng trách nhiệm của tổ chức phát hành, củng cố an toàn cho người dùng. Theo thống kê của Ngân hàng Nhà nước, tính đến cuối năm 2024, tổng thanh toán không dùng tiền mặt tại Việt Nam đạt 17,7 tỷ giao dịch với giá trị 295 triệu tỷ đồng, lần lượt tăng 56% và 32% so với năm trước. Các hành vi lừa đảo, gian lận thanh toán cũng gia tăng cùng với bùng nổ hình thức thanh toán trực tuyến. Cũng theo ông Tuấn, Ngân hàng Nhà nước bổ sung loạt tiêu chí đánh giá thẻ, tài khoản trong diện nghi ngờ, có liên quan hành vi gian lận. Dựa trên tiêu chí này, các tổ chức tín dụng rà soát, lập danh sách và báo cáo gửi về Ngân hàng Nhà nước. Ông cho biết tính từ đầu năm đến nay, cơ quan quản lý đã thu thập được khoảng 600.000 tài khoản liên quan đến các vấn đề nêu trên. ""Từ danh sách này chúng tôi đã cảnh báo cho gần 300.000 khách hàng về hành vi lừa đảo, với tổng số tiền không bị thiệt hại là 1.500 tỷ đồng"", Vụ trưởng Vụ Thanh toán nêu. Hệ thống này đang được thí điểm tại BIDV, VietinBank, Vietcombank, BIDV và MB. Ngân hàng Nhà nước sẽ sớm triển khai dịch vụ này tại các đơn vị trong hệ thống. Ông Phạm Anh Tuấn cũng khuyến nghị khi nhận được cảnh báo từ phía ngân hàng, người dùng nên kiểm tra lại các thông tin giao dịch. Về phía ngân hàng, bà Đoàn Hồng Nhung, thành viên Ban điều hành, Giám đốc Khối bán lẻ Vietcombank, cho biết nhà băng này cũng triển khai nhiều giải pháp để tránh hành vi lừa đảo, gian lận khi thanh toán số. Bà chia sẻ Vietcombank đã đầu tư công nghệ bảo mật hiện đại, áp dụng các lớp xác thực đa tầng. Họ cũng triển khai hệ thống phát hiện gian lận (fraud detection) để đánh giá rủi ro, cảnh báo kịp thời cho khách hàng các chiêu lừa đảo mới, cách xử lý khi gặp sự cố... Nhờ đó đến nay, hệ thống chưa ghi nhận sự cố nghiêm trọng nào với khách hàng khi sử dụng dịch vụ ngân hàng số. Trọng Hiếu",1,spam
Tôi đợi 4 ì_ bên trong bãi đậu xe da ...,0,ham
"Không biết, tôi đoán chúng ta sẽ làm việc đó một giờ sau khi chúng ta phải rời đi vì như thường lệ không có ai có hứng thú với việc tìm ra điều đó trước giây",0,ham
Nhập miễn phí trong 2 WKLY Comp để giành chiến thắng FA Cup Final TKTS ngày 21 tháng 5 năm 2005. Văn bản FA đến 87121 để nhận câu hỏi nhập cảnh (tỷ lệ STD TXT) T & C áp dụng 08452810075Over18,1,spam
K Tôi sẽ chăm sóc nó,0,ham
Chuyến đi của tôi là ok nhưng khá mệt mỏi.,0,ham
+449071512431 khẩn cấp!,1,spam
Nó có mọi thứ để làm với thời tiết.,0,ham
"Cảnh báo chiêu trò lừa đảo lập trang web, fanpage giả mạo các hãng hàng không bán vé máy bay giá rẻ. Người dân chuyển tiền xong thì không nhận được vé và bị chặn mọi liên lạc. Cần hết sức cảnh giác để tránh mất tiền.",1,spam
"Xin lỗi, trong cuộc họp, tôi sẽ gọi cho bạn sau",0,ham
"Không đủ tiền tiêu hủy, Chi cục Thú y đề nghị Thảo Cầm Viên mua lại chó hoang làm mồi cho sư tử
Sáng ngày 28/9, theo nguồn tin riêng từ UBND Thành phố. Chi cục Thú y vừa có văn bản đề nghị xem xét phương án mới về việc tiêu hủy chó vô chủ bị bắt trong thời gian qua.
 
 Trong bản đề xuất gửi lên UBND, Chi cục Thú y mạnh dạn đề nghị thay vì đem tiêu hủy, Chi cục sẽ làm việc với Thảo Cầm Viên về việc tiêu thụ số chó hoang. Cụ thể, những chú chó vô chủ sẽ được dùng vào mục đích làm thức ăn cho các loài thú săn mồi đang được nuôi dưỡng tại Thảo Cầm Viên, điển hình là sư tử và các loài hổ quý hiếm tại đây.
 Thảo Cầm Viên, nơi tham quan của trẻ em toàn Thành phố.
 
 Một cán bộ của Chi cục đưa ra lí do, gần đây lượng chó hoang được bắt về trụ sở ngày càng nhiều hơn. Cũng có trường hợp chủ đến nộp phạt và nhận lại chó, nhưng trường hợp chó hoang không chủ vẫn nhiều hơn cả. Cứ theo tình hình này, diện tích chuồng nuôi không đủ và kinh phí hạn hẹp của Chi cục cũng không cho phép để tiêu hủy hết.
 
 Vị cán bộ cũng cho biết thêm, việc đem chó hoang làm thức ăn cho thú săn mồi ở các vườn thú là hình thức đã được áp dụng nhiều nơi trên thế giới như Mỹ, Thụy Sĩ… Việc này sẽ đem lại lợi ích kinh tế cho cả Chi cục và Thảo Cầm Viên, đồng thời giúp giảm thiểu ô nhiễm môi trường nếu đem số lượng lớn chó hoang đi tiêu hủy ở bãi rác.
 Bữa trưa của chú sư tử trong Thảo Cầm Viên.
 
 Thảo Cầm Viên hay Sở thú Sài Gòn là nơi được các trường học, cũng như các bậc phụ huynh đưa con mình đến đây tham quan và tìm hiểu về thiên nhiên hoang dã. Vậy liệu hình ảnh chú sư tử đang dùng bữa trưa với khẩu phần là một chú chó nhỏ sẽ tác động như thế nào đến tâm hồn trẻ thơ của các bé?
 
 Thiên Minh",1,spam
Bạn đã bắt xe buýt?,0,ham
"Thưa bà, RELE Dismance.Might Nhận một séc tham chiếu từ DLF Premarica.Kindly được thông báo.rgds, Rakhesh, Kerala.",0,ham
Tôi nghĩ Chennai ổn định?,0,ham
"Tôi không biết tôi sẽ bỏ việc ... hmmm, có thể đi nhạc jazz không?",0,ham
"Cmon Babe, làm cho tôi sừng, * bật * tôi trên!",1,spam
Làm thế nào ì_ sẽ gửi nó cho tôi?,0,ham
"Không, nó đã bị hủy vâng em yêu!",0,ham
Chúng tôi đã cố gắng liên hệ với bạn RE đề nghị video mới của chúng tôi Điện thoại 750 bất cứ lúc nào bất kỳ mạng nào MINS một nửa giá cho thuê máy quay phim gọi 08000930705 hoặc trả lời cho giao hàng Thứ tư,1,spam
Thủ đoạn mạo danh nhân viên ngân hàng gọi điện hỗ trợ nâng hạn mức tín dụng hoặc mở thẻ tín dụng online. Đối tượng gửi đường link giả mạo yêu cầu nhập mã OTP và thông tin tài khoản để chiếm đoạt tiền. Hãy chia sẻ cho người thân cùng biết.,1,spam
"Thu bằng lái 2 phi công VietJet sau sự cố máy bay văng bánh
 Tổ bay gồm cơ trưởng người Philippines và cơ phó người Tây Ban Nha bị thu bằng lái sau khi để xảy ra sự cố máy bay văng bánh tại Buôn Ma Thuột.
Sự cố nghiêm trọng của máy bay VietJet diễn ra thế nào? Máy bay mang số hiệu VJ356 của VietJet gặp sự cố lúc hạ cánh đêm 29/11 tại sân bay Buôn Ma Thuột khiến hàng trăm khách phải sơ tán bằng cửa thoát hiểm, phao trượt.

Chiều 2/12, trao đổi với Zing.vn, đại diện Cục Hàng không Việt Nam cho biết đã thu bằng lái của 2 phi công VietJet sau sự cố máy bay bị văng bánh trước khi hạ cánh tại Buôn Ma Thuột. Theo đó, 2 phi công này sẽ mất quyền điều khiển máy bay để phục vụ điều tra.

Việc thu bằng lái được thực hiện sau khi có lệnh đình chỉ hoạt động của 2 phi công để điều tra nguyên nhân sự cố. Cục Hàng không đang tiến hành kiểm tra hộp đen của máy bay.

Đoàn chuyên gia của hãng sản xuất máy bay Airbus cũng đến Việt Nam để phối hợp điều tra, khắc phục hư hỏng máy bay.
Thu bang lai 2 phi cong VietJet sau su co may bay vang banh hinh anh 1
Sau sự cố, máy bay VietJet bị mất 2 bánh trước, nhưng hiện tại mới chỉ tìm thấy 1 bánh cách đường băng 100 m. Ảnh: Tây Nguyên.

Trước đó, Cục hàng không Việt Nam đã loại trừ nguyên nhân sự cố do lỗi kỹ thuật của máy bay VietJet khi hạ cánh xuống sân bay Buôn Ma Thuột đêm 29/11.

Sáng 30/11, Cục trưởng Cục Hàng không Việt Nam cho biết đã tìm thấy 1 bánh của máy bay VJ356 rơi ở sân bay Buôn Ma Thuột sau sự cố nghiêm trọng khi hạ cánh. Đơn vị này vẫn đang tìm kiếm 1 bánh máy bay còn lại để phục vụ điều tra.

Lãnh đạo Cục hàng không Việt Nam cho biết máy bay trước khi bị sự cố ở trong tình trạng tốt, không có lỗi kỹ thuật. Điều kiện thời tiết khi hạ cánh cũng tốt. Trước khi hạ cánh, phi công không yêu cầu mặt đất hỗ trợ kỹ thuật.

Tối 29/11, tại sân bay Buôn Ma Thuột, máy bay số hiệu VJ356 từ TP.HCM chở 207 khách tiếp đất trong tình trạng mất cân bằng, tạo ra tiếng động lớn. Phi hành đoàn lập tức phát thông báo khẩn cấp yêu cầu toàn bộ hành khách bỏ lại hành lý, thoát ra ngoài qua cửa thoát hiểm và phao trượt. Sự việc khiến 6 hành khách chấn thương phải nhập viện.

Lãnh đạo Cục Hàng không cho biết bánh trước của máy bay văng ra cách đường băng 100 m. Máy bay di chuyển thêm 60-70 m trong tình trạng càng trước cày xuống đường băng.",0,ham
"Mặc đồ không khác gì vải màn lên bar đú đởn, Mon 2k nhận cái kết quá đắng khi phát ngôn câu này
Hết tung những bộ ảnh bikini se.xy, hotgirl ngực khủng Mon2k lại có những phát ngôn về vấn đề “nhạy cảm” khiến dân mạng choáng váng không thốt nên lời.
Là một trong những hotgirl nổi lên nhờ thị phi nên không ít lần Mon2k bị cư dân mạng “ném đá” vì lối ăn mặc hở hang cùng những phát ngôn gây sốc. Mon2k chính là một trong hai cô nàng từng gây bão cộng đồng mạng một thời gian trước đây khi tung clip miệt thị người ngực phẳng.
Hết lần này đến lần khác Mon2k “hâm nóng” tên tuổi bằng những bộ ảnh se.xy táo bạo và ngày càng được nhiều người biết đến. Bằng chứng là trang cá nhân của Mon2k đã có hơn 300 nghìn người theo dõi trong khoảng thời gian cực ngắn, một con số không ít nghệ sĩ cũng phải mơ ước.
Sau một thời gian ngắn gây bão với nhiều thị phi, Mon2k bỗng nhiên trở thành một trong những hotgirl đình đám nhất mạng xã hội.
Mới đây, khi chuyện ngoại tình, tình tay ba đang là chủ đề được dư luận cực kỳ quan tâm thì Mon2k cũng bất ngờ có phát ngôn gây sốc về vấn đề này. Cô nàng thẳng thắn chia sẻ quan điểm có thể “kết bạn” với cả những anh chàng điển trai đã có vợ con.
Phát ngôn táo bạo của cô nàng hotgirl ngực khủng này khiến nhiều cư dân mạng chỉ trích “ném đá”.
Song cũng có không ít ý kiến lên tiếng bênh vực gây tranh cãi.
Ngay lập tức cư dân mạng đã để lại nhiều bình luận trái chiều về vấn đề này. Nhiều ý kiến chỉ trích Mon2k nhưng cũng có không ít dân mạng bày tỏ quan điểm cô nàng không đáng bị chỉ trích vì “chồng ai nấy giữ”.
Những bộ ảnh nóng bỏng của Mon2k cũng luôn nhận được sự quan tâm lớn từ phía cộng đồng mạng.
Mặc dù có những phát ngôn “táo bạo” nhưng không thể phủ nhận một điều là tên tuổi của Mon2k ngày càng hot hơn. Mọi câu chuyện xoay quanh cô nàng sinh năm 1994 này luôn được cư dân mạng bàn tán xôn xao.",1,spam
Ưu đãi hôm nay!,1,spam
"Ai cũng chăm chú tưởng biển số xe có điều gì khủng khiếp, sốc nặng khi biết sự thật lại là…
Hãy cùng chúng tôi điểm lại những hình ảnh được cộng đồng mạng chú ý và chia sẻ nhiều nhất trong tuần qua nhé!
Truy lùng hot girl xinh đẹp đứng cãi nhau tay đôi khi bị bốc xe, ai nấy đỏ bừng mặt khi nhìn vòng 1 của cô nàng
Vừa cúi xuống thôi cảnh xuân liền đập vào mặt, huhu. Các anh em đi đường chú ý cẩn thận không lại gây tai nạn đó nhé!
Dù có đang đại chiến game thủ thì cũng cần phải bảo vệ mình cái đã. Mưa gió thế này biết đường nào mà lần.
Phải cut như thế này mới gọi là chất hơn cả nước cất nè.
Có những cặp đôi đũa lệch nhưng thực ra thì cũng không lệch lắm.
Thiếu nữ của bang phái Nga Mi chăng? họ không cần kinh không mà chuyển sang cưỡng A-li-za-bét rồi hả?
Mùa mít đến, chỉ là buồn ở trong lòng một chút chút khi anh bán mít bảo mít anh ít hột lắm.
Cuối tháng hết tiền nên chỉ có món mì nấu với tôm ăn tạm thế này thôi!
Anh khóa xe cẩn thận thế này rồi thì đố thằng nào lấy được đấy nhé!
Khi người yêu em vào bếp. Hic, tiếc mấy bắp ngô em mang từ quê lên ghê.
Đang rán trứng mà dầu ăn nó bắn quá nên em mới lấy nắp vung đậy lên và nó lại thành thế này đây.
Hè này cần gì áo chống nắng nữa, hội chị em đã có vũ khí bí mật mới đi xe máy chẳng khác nào xe hơi đâu nhé.
Có chút bối rối, anh em nào vào cho hỏi mốt mới của anh em năm nay đó hả?",1,spam
Đó là bài hát kỳ diệu,0,ham
Tin tuyệt vời!,1,spam
Số 1 Nokia Tone 4 UR mob mỗi tuần!,1,spam
Dear Dave Đây là thông báo cuối cùng của bạn để thu thập kỳ nghỉ 4* Tenerife của bạn hoặc Giải thưởng tiền mặt #5000!,1,spam
Khổ sở.,0,ham
Điều đó có ý nghĩa nhưng đừng lo lắng.,0,ham
Tmr sau đó Ì_ brin lar ... aiya sau đó tôi đến n c lar ... Mayb Ì_ neva đặt đúng cách,0,ham
Nó đã mất Mr cú 3 liếm,0,ham
Bạn nên lập danh sách fb,0,ham
SMS.,1,spam
Cashbin.co.uk (Nhận nhiều tiền vào cuối tuần này!),1,spam
"Cán bộ công an cảnh báo: Bẫy lừa đảo đầu tư tài chính, chứng khoán quốc tế và sàn tiền ảo cam kết lợi nhuận khủng 30% mỗi tháng. Khi số tiền đầu tư lên cao, sàn báo lỗi sập hệ thống và chiếm đoạt toàn bộ tiền. Mọi người tuyệt đối không làm theo!",1,spam
Câu lạc bộ giai điệu: Subs của bạn hiện đã hết hạn 2 lần trả lời lại Monoc 4 Monos hoặc Polyc 4 Polys 1 tuần @ 150p mỗi tuần TXT dừng 2 Dừng MSG MIỄN PHÍ này 0871212025016,1,spam
Trừ khi đó là tình huống bạn đi Gurl sẽ phù hợp hơn,0,ham
Giành được giải thưởng £ 1000 £ 1000 hoặc một giải thưởng trị giá £ 5000,1,spam
"Mặt trăng đã đến để tô màu cho những giấc mơ của bạn, những ngôi sao để làm cho chúng âm nhạc và SMS của tôi để cho bạn giấc ngủ ấm áp và yên bình.",0,ham
Không không :),0,ham
Nó vẫn không hoạt động.,0,ham
Yo bạn xung quanh?,0,ham
"OU được đảm bảo là điện thoại Nokia mới nhất, máy nghe nhạc iPod 40GB hoặc giải thưởng Å £ 500!",1,spam
"Chà, tôi có nghĩa là trái ngược với đêm say rượu của tôi trước đây",0,ham
U thực sự lợn leh ngủ rất nhiều.,0,ham
